Site,Date,DOY,Sunset time,Time,After sunset (min),SQM (mags/arcsec2),Temperature (°C),Wet Bulb Temp (°C),Relative Humidity (%),Barometric Pressure (mb),Altitude (m),Station Pressure (mb),Heat Index (°C),Dew Point (°C),Humidity Ratio (g/kg),Density Altitude (m),Relative Air Density (%),Air Flow (m3/m),Air Speed (km/h),Evaporation Rate (kg/m²/h),Wind Chill (°C),Delta T (°C),Air Density (kg/m3),Notes
Z3-3,September 3,245,7:14 PM,8:59 PM,105,19.36,18.8,15.7,72.9,1006.6,53,1006.6,18.3,13.8,9.93,266,97.4,0,0,0.06,18.8,3.1,1.193,
Z3-3,September 3,245,7:14 PM,9:14 PM,120,19.32,17.9,14.7,71.5,1006.7,53,1006.7,17.3,12.7,9.2,228,97.8,2,1.7,0.1,17.9,3.2,1.198,
W1-1,September 5,247,7:10 PM,7:20 PM,10,,24.4,20.5,71.2,1009.1,32,1009.1,24.9,18.8,13.68,457,95.6,0,0,0.01,24.3,3.9,1.172,
W1-1,September 5,247,7:10 PM,7:35 PM,25,,24.1,20.3,71.4,1009.3,31,1009.3,24.7,18.6,13.53,447,95.7,0,0,0.01,24.1,3.8,1.173,
W1-1,September 5,247,7:10 PM,7:50 PM,40,,23.2,19.8,73.5,1009.3,30,1009.3,23.8,18.2,13.15,412,96.1,2,1.4,0.02,23.2,3.4,1.177,
W1-1,September 5,247,7:10 PM,8:05 PM,55,,24.7,21,72.1,1009.5,29,1009.5,25.5,19.3,14.14,469,95.5,0,0,0,24.7,3.7,1.17,
W1-1,September 5,247,7:10 PM,8:20 PM,70,,22.6,19.8,77.2,1009.6,28,1009.6,23.3,18.4,13.34,390,96.3,0,0,0.01,22.6,2.8,1.179,
W1-1,September 5,247,7:10 PM,8:35 PM,85,,23.1,20.4,79,1009.9,26,1009.8,23.9,19.2,14.04,406,96.1,0,0,0,23,2.6,1.177,
W1-1,September 5,247,7:10 PM,8:50 PM,100,,23.3,20.9,80.9,1010.2,24,1010.2,24.2,19.8,14.56,415,96,0,0,0,23.2,2.4,1.176,
W1-1,September 5,247,7:10 PM,9:05 PM,115,,23.4,21,81.5,1010.3,22,1010.3,24.3,20,14.75,417,96,1,1.3,0,23.3,2.4,1.176,
W1-1,September 5,247,7:10 PM,9:20 PM,130,,22.6,20.5,82.6,1010.3,23,1010.3,23.5,19.5,14.26,388,96.3,0,0,0,22.5,2.1,1.18,
W1-2,September 5,247,7:10 PM,7:15 PM,5,,25.1,20.9,68.8,1009.4,30,1009.4,25.7,18.9,13.8,481,95.4,2,1.4,0.01,25,4.2,1.169,
W1-2,September 5,247,7:10 PM,7:30 PM,20,,25.9,21.5,68.4,1009.7,28,1009.7,27,19.6,14.39,509,95.2,0,0,0,25.8,4.4,1.166,
W1-2,September 5,247,7:10 PM,7:45 PM,35,,24.8,20.4,67.9,1009.7,28,1009.7,25.2,18.4,13.35,465,95.6,1,1.3,0.02,24.7,4.4,1.171,
W1-2,September 5,247,7:10 PM,8:00 PM,50,,27.4,22.1,63.8,1009.7,27,1009.7,29,19.9,14.64,562,94.7,0,0,0,27.3,5.3,1.16,
W1-2,September 5,247,7:10 PM,8:15 PM,65,,23.6,20.6,76.2,1010,24,1010,24.4,19.2,13.98,424,95.9,0,0,0,23.6,3,1.175,
W1-2,September 5,247,7:10 PM,8:30 PM,80,,22.9,19.9,75.9,1010.2,24,1010.2,23.6,18.5,13.38,396,96.2,0,0,0.01,22.9,3,1.179,
W1-2,September 5,247,7:10 PM,8:45 PM,95,,23.4,20.9,80.1,1010.5,20,1010.5,24.4,19.8,14.54,416,96,0,0,0,23.4,2.5,1.176,
W1-2,September 5,247,7:10 PM,9:00 PM,110,,22.5,19.8,78.4,1010.7,19,1010.7,23.1,18.5,13.41,374,96.4,0,0,0.01,22.4,2.7,1.181,
W1-2,September 5,247,7:10 PM,9:15 PM,125,,24.2,22.1,83.9,1010.7,19,1010.7,25.5,21.3,15.96,449,95.7,1,1.1,0,24.1,2.1,1.173,
W1-3,September 5,247,7:10 PM,7:10 PM,0,,26,22.1,71,1008.7,35,1008.7,27.6,20.4,15.11,529,95,0,0,0,26,3.9,1.164,
W1-3,September 5,247,7:10 PM,7:25 PM,15,,25.5,20.2,62.7,1009.2,31,1009.2,25.8,17.8,12.85,491,95.3,2,1.4,0.03,25.4,5.3,1.168,
W1-3,September 5,247,7:10 PM,7:40 PM,30,,25.9,23.5,82,1009.2,32,1009.2,28.4,22.6,17.33,532,94.9,2,1.4,0,25.8,2.4,1.163,
W1-3,September 5,247,7:10 PM,7:55 PM,45,,23.9,20.1,70.9,1009.3,30,1009.3,24.4,18.3,13.21,436,95.8,0,0,0.01,23.8,3.8,1.174,
W1-3,September 5,247,7:10 PM,8:10 PM,60,,23.8,19.9,70.2,1009.4,30,1009.4,24.2,18,13,431,95.9,2,1.7,0.02,23.7,3.9,1.175,
W1-3,September 5,247,7:10 PM,8:25 PM,75,,23,19.6,73.2,1009.6,28,1009.6,23.6,18,12.95,403,96.1,0,0,0.02,23,3.4,1.178,
W1-3,September 5,247,7:10 PM,8:40 PM,90,,22.8,19.4,73.2,1010,25,1010,23.3,17.7,12.73,387,96.3,0,0,0.02,22.7,3.4,1.18,
W1-3,September 5,247,7:10 PM,8:55 PM,105,,22.9,19.7,75.4,1010.1,24,1010.1,23.5,18.3,13.22,393,96.2,0,0,0.01,22.8,3.2,1.179,
W1-3,September 5,247,7:10 PM,9:10 PM,120,,23.5,20,72.7,1010.2,23,1010.2,24.1,18.4,13.27,416,96,0,0,0.01,23.5,3.5,1.176,
W2-1,September 5,247,7:10 PM,7:20 PM,10,,24.2,19.6,65.4,1007.1,49,1007.1,24.3,17.3,12.43,465,95.6,0,0,0.02,24.1,4.6,1.171,
W2-1,September 5,247,7:10 PM,7:35 PM,25,,23.3,19.3,69.7,1007.3,47,1007.3,23.7,17.4,12.55,433,95.9,0,0,0.02,23.2,4,1.174,
W2-1,September 5,247,7:10 PM,7:50 PM,40,,22.9,19.7,74.4,1007.6,45,1007.6,23.4,18.1,13.06,418,96,0,0,0.01,22.8,3.2,1.176,
W2-1,September 5,247,7:10 PM,8:05 PM,55,,22.8,19.5,74,1007.4,47,1007.4,23.4,18,12.97,418,96,0,0,0.02,22.8,3.3,1.176,
W2-1,September 5,247,7:10 PM,8:20 PM,70,,23,19.7,73.8,1007.6,45,1007.6,23.6,18.1,13.1,423,95.9,0,0,0.01,23,3.3,1.175,
W2-1,September 5,247,7:10 PM,8:35 PM,85,,22.5,19.6,77,1009.3,30,1009.3,23.1,18.2,13.19,388,96.3,0,0,0.01,22.4,2.9,1.18,
W2-1,September 5,247,7:10 PM,8:50 PM,100,,23.1,19.8,74.2,1008.3,39,1008.3,23.6,18.2,13.21,419,96,0,0,0.01,23,3.3,1.176,
W2-1,September 5,247,7:10 PM,9:05 PM,115,,22.6,19.6,75.6,1008.3,39,1008.3,23.3,18.1,13.09,404,96.1,0,0,0.01,22.6,3,1.178,
W2-1,September 5,247,7:10 PM,9:20 PM,130,,22.2,19.3,77.2,1008.5,38,1008.5,22.9,18,13.03,386,96.3,0,0,0.02,22.2,2.9,1.18,
W2-2,September 5,247,7:10 PM,7:15 PM,5,,24.2,20,67.8,1006.8,52,1006.8,24.6,17.9,12.94,474,95.5,0,0,0.02,24.2,4.2,1.17,
W2-2,September 5,247,7:10 PM,7:30 PM,20,,23.1,19.7,73.3,1007,49,1007,23.7,18.1,13.1,434,95.8,0,0,0.01,23.1,3.5,1.174,
W2-2,September 5,247,7:10 PM,7:45 PM,35,,22.9,19.7,74.7,1007.1,48,1007.1,23.5,18.2,13.19,427,95.9,0,0,0.01,22.9,3.2,1.175,
W2-2,September 5,247,7:10 PM,8:00 PM,50,,22.7,19.9,77.5,1007.2,48,1007.2,23.4,18.6,13.51,420,96,0,0,0.01,22.7,2.8,1.176,
W2-2,September 5,247,7:10 PM,8:15 PM,65,,22.6,20.3,81.4,1007.3,48,1007.3,23.5,19.2,14.1,418,96,0,0,0,22.6,2.3,1.176,
W2-2,September 5,247,7:10 PM,8:30 PM,80,,22.4,19.5,77.4,1008,42,1008,23,18.2,13.19,397,96.2,0,0,0.01,22.3,2.9,1.178,
W2-2,September 5,247,7:10 PM,8:45 PM,95,,23.2,21.2,83.7,1007.9,42,1007.9,24.4,20.3,15.07,439,95.8,0,0,0,23.2,2,1.174,
W2-2,September 5,247,7:10 PM,9:00 PM,110,,22,19.4,78.2,1008.2,39,1008.2,22.6,18.1,13.05,383,96.3,2,1.7,0.02,22,2.6,1.18,
W2-2,September 5,247,7:10 PM,9:15 PM,125,,21.9,19.2,78.2,1008.6,36,1008.6,22.5,17.9,12.95,374,96.4,0,0,0.02,21.9,2.7,1.181,
W2-3,September 5,247,7:10 PM,7:10 PM,0,,23.7,19.7,69.7,1006.7,53,1006.7,24.2,17.9,12.92,457,95.6,0,0,0.02,23.7,4,1.172,
W2-3,September 5,247,7:10 PM,7:25 PM,15,,24,19.7,67.5,1006.8,51,1006.8,24.3,17.6,12.68,462,95.6,0,0,0.02,23.9,4.3,1.171,
W2-3,September 5,247,7:10 PM,7:40 PM,30,,23.6,19.6,69.5,1006.9,50,1006.9,24.1,17.7,12.77,449,95.7,0,0,0.02,23.6,4,1.173,
W2-3,September 5,247,7:10 PM,7:55 PM,45,,22.7,19.5,74.7,1007,50,1007,23.2,17.9,12.98,418,96,0,0,0.02,22.6,3.2,1.176,
W2-3,September 5,247,7:10 PM,8:10 PM,60,,22.9,20,76.3,1007.4,46,1007.4,23.6,18.6,13.48,425,95.9,0,0,0.01,22.9,2.9,1.175,
W2-3,September 5,247,7:10 PM,8:25 PM,75,,23,19.5,72.8,1007.4,47,1007.4,23.6,17.9,12.92,426,95.9,1,1.1,0.02,23,3.5,1.175,
W2-3,September 5,247,7:10 PM,8:40 PM,90,,22.7,19.5,75,1007.9,42,1007.9,23.3,18,13.02,407,96.1,0,0,0.02,22.6,3.2,1.177,
W2-3,September 5,247,7:10 PM,8:55 PM,105,,22.4,19.8,78.9,1007.8,44,1007.8,23.2,18.6,13.5,403,96.1,0,0,0.01,22.4,2.6,1.178,
W2-3,September 5,247,7:10 PM,9:10 PM,120,,21.9,19.4,80.1,1008,41,1008,22.6,18.3,13.29,383,96.3,0,0,0.01,21.9,2.5,1.18,
W3-1,September 5,247,7:10 PM,7:15 PM,5,8.19,22.2,19.7,79.3,1009,34,1009,23,18.5,13.41,384,96.3,0,0,0.01,22.2,2.5,1.18,
W3-1,September 5,247,7:10 PM,7:30 PM,20,11.18,21.9,19.4,79,1009,32,1009,22.6,18.1,13.06,370,96.4,0,0,0.01,21.9,2.5,1.182,
W3-1,September 5,247,7:10 PM,7:45 PM,35,14.56,22,19.6,80,1009.2,31,1009.2,22.6,18.4,13.31,372,96.4,0,0,0.01,21.9,2.4,1.181,
W3-1,September 5,247,7:10 PM,8:00 PM,50,17.15,21.8,19.4,80.2,1009.3,31,1009.3,22.5,18.3,13.22,366,96.5,0,0,0.01,21.8,2.4,1.182,
W3-1,September 5,247,7:10 PM,8:15 PM,65,17.88,21.1,19,82.1,1009.5,29,1009.5,21.5,17.9,12.88,334,96.8,0,0,0.02,21,2,1.186,
W3-1,September 5,247,7:10 PM,8:30 PM,80,18.02,21.9,19.5,80.5,1009.8,27,1009.8,22.5,18.4,13.29,362,96.5,0,0,0.01,21.8,2.4,1.182,
W3-1,September 5,247,7:10 PM,8:45 PM,95,17.9,21.3,19.2,82.8,1010,25,1010,22,18.3,13.22,341,96.7,0,0,0.01,21.3,2.1,1.185,
W3-1,September 5,247,7:10 PM,9:00 PM,110,17.8,21.4,19.3,82.6,1010.1,24,1010.1,22,18.3,13.22,342,96.7,0,0,0.01,21.3,2.1,1.185,
W3-1,September 5,247,7:10 PM,9:15 PM,125,17.83,22,19.6,80.3,1010.1,24,1010.1,22.6,18.4,13.33,362,96.5,0,0,0.01,21.9,2.4,1.182,
W3-2,September 5,247,7:10 PM,7:10 PM,0,7.37,22.6,20.3,81.6,1008.7,36,1008.7,23.4,19.3,14.11,403,96.1,0,0,0,22.5,2.3,1.178,
W3-2,September 5,247,7:10 PM,7:25 PM,15,9.63,22.4,19.5,76.6,1008.9,35,1008.9,23.1,18.1,13.08,389,96.3,0,0,0.01,22.4,2.9,1.179,
W3-2,September 5,247,7:10 PM,7:40 PM,30,12.84,22.4,20,80.6,1008.9,35,1008.9,23.2,18.9,13.78,394,96.2,0,0,0.01,22.4,2.4,1.179,
W3-2,September 5,247,7:10 PM,7:55 PM,45,16.09,22.2,19.7,80,1009,32,1009,22.9,18.6,13.48,383,96.3,0,0,0.01,22.1,2.5,1.18,
W3-2,September 5,247,7:10 PM,8:10 PM,60,17.48,21.7,19.1,78.9,1009.1,32,1009.1,22.4,17.9,12.9,361,96.5,0,0,0.02,21.7,2.6,1.183,
W3-2,September 5,247,7:10 PM,8:25 PM,75,17.63,22.3,20.2,82.6,1009.4,30,1009.4,23.2,19.2,14.04,387,96.3,0,0,0,22.3,2.1,1.18,
W3-2,September 5,247,7:10 PM,8:40 PM,90,17.63,21.4,19.3,82.9,1009.6,28,1009.6,22,18.3,13.27,347,96.7,0,0,0.01,21.3,2.1,1.184,
W3-2,September 5,247,7:10 PM,8:55 PM,105,17.48,21.8,19.7,82.4,1009.8,26,1009.8,22.5,18.7,13.56,362,96.5,0,0,0.01,21.8,2.1,1.182,
W3-2,September 5,247,7:10 PM,9:10 PM,120,17.47,22,20,83.7,1010,25,1010,22.8,19.1,13.9,368,96.5,0,0,0,21.9,2,1.182,
Z1-1,September 8,250,7:05 PM,7:15 PM,10,9.97,15.5,13.3,78.4,1022.5,-79,1022.5,15.1,11.7,8.49,-24,100.2,0,0,0.08,15.4,2.2,1.227,
Z1-1,September 8,250,7:05 PM,7:30 PM,25,13.11,14.7,13.1,84,1022.6,-79,1022.6,14.6,12,8.64,-53,100.5,0,0,0.07,14.6,1.6,1.231,
Z1-1,September 8,250,7:05 PM,7:45 PM,40,16.41,15,13.3,83.3,1022.7,-81,1022.7,15,12.2,8.78,-40,100.3,0,0,0.07,15,1.7,1.229,
Z1-1,September 8,250,7:05 PM,8:00 PM,55,18.05,14.5,13,85.1,1023,-83,1023,14.5,12.1,8.68,-62,100.6,0,0,0.07,14.5,1.5,1.232,
Z1-1,September 8,250,7:05 PM,8:15 PM,70,17.73,14.8,13,82.7,1023.2,-85,1023.2,14.8,11.9,8.6,-53,100.5,0,0,0.07,14.8,1.8,1.231,
Z1-1,September 8,250,7:05 PM,8:30 PM,85,18.43,14.4,12.7,82.6,1023.3,-85,1023.3,14.4,11.5,8.37,-69,100.6,0,0,0.08,14.4,1.7,1.233,
Z1-1,September 8,250,7:05 PM,8:45 PM,100,17.85,15.2,13.2,80.5,1023.3,-85,1023.3,15,11.9,8.59,-39,100.3,0,0,0.07,15.2,2,1.229,
Z1-1,September 8,250,7:05 PM,9:00 PM,115,18.52,13.8,12.3,84.6,1023.4,-85,1023.4,13.7,11.2,8.2,-96,100.9,0,0,0.08,13.7,1.5,1.236,
Z1-1,September 8,250,7:05 PM,9:15 PM,130,17.88,13.5,12,83.6,1023.5,-87,1023.5,13.5,10.8,7.97,-107,101,0,0,0.08,13.5,1.5,1.237,
Z1-2,September 8,250,7:05 PM,7:10 PM,5,9.86,16.8,14.3,76.7,1022.4,-78,1022.4,16.3,12.7,9.03,26,99.7,0,0,0.07,16.7,2.5,1.221,
Z1-2,September 8,250,7:05 PM,7:25 PM,20,,15.3,13.5,82.3,1022.6,-80,1022.6,15.1,12.3,8.8,-31,100.3,0,0,0.07,15.2,1.8,1.228,
Z1-2,September 8,250,7:05 PM,7:40 PM,35,15.88,15.9,13.8,78.8,1022.7,-80,1022.7,15.7,12.3,8.81,-6,100,0,0,0.07,15.9,2.1,1.225,
Z1-2,September 8,250,7:05 PM,7:55 PM,50,18.6,15.3,13.5,83.1,1022.9,-82,1022.9,15.2,12.4,8.89,-32,100.3,0,0,0.07,15.2,1.8,1.228,
Z1-2,September 8,250,7:05 PM,8:10 PM,65,19.04,14.6,13,84.2,1023.2,-84,1023.2,14.5,11.9,8.61,-63,100.6,0,0,0.07,14.5,1.6,1.232,
Z1-2,September 8,250,7:05 PM,8:25 PM,80,19.15,15,13.4,84.1,1023.2,-85,1023.2,14.9,12.3,8.83,-47,100.4,0,0,0.07,14.9,1.6,1.23,
Z1-2,September 8,250,7:05 PM,8:40 PM,95,19.44,14.9,13,81.7,1023.3,-85,1023.3,14.8,11.8,8.54,-51,100.4,0,0,0.08,14.9,1.9,1.231,
Z1-2,September 8,250,7:05 PM,8:55 PM,110,19.57,14.3,12.8,85.1,1023.3,-85,1023.3,14.2,11.8,8.53,-75,100.7,0,0,0.08,14.2,1.5,1.233,
Z1-2,September 8,250,7:05 PM,9:10 PM,125,19.41,14.3,12.7,83.6,1023.4,-86,1023.4,14.2,11.5,8.37,-77,100.7,0,0,0.08,14.2,1.6,1.234,
Z1-3,September 8,250,7:05 PM,7:05 PM,0,9.3,17,14.2,73.8,1022.3,-77,1022.3,16.4,12.3,8.81,35,99.6,0,0,0.07,16.9,2.8,1.22,
Z1-3,September 8,250,7:05 PM,7:20 PM,15,11.55,15.7,13.6,80,1022.5,-79,1022.5,15.5,12.3,8.8,-14,100.1,0,0,0.07,15.7,2.1,1.226,
Z1-3,September 8,250,7:05 PM,7:35 PM,30,14.76,15.1,13.3,83,1022.6,-80,1022.6,15,12.2,8.77,-37,100.3,0,0,0.07,15,1.8,1.229,
Z1-3,September 8,250,7:05 PM,7:50 PM,45,18.16,17.1,14.2,73.3,1023.4,-86,1023.4,16.5,12.3,8.8,26,99.7,0,0,0.07,17,2.9,1.221,
Z1-3,September 8,250,7:05 PM,8:05 PM,60,19.32,14.7,13.1,84,1023,-83,1023,14.6,12,8.65,-56,100.5,0,0,0.07,14.6,1.6,1.231,
Z1-3,September 8,250,7:05 PM,8:20 PM,75,19.75,14.7,13.2,85.5,1023.3,-85,1023.3,14.7,12.3,8.82,-57,100.5,0,0,0.07,14.7,1.5,1.231,
Z1-3,September 8,250,7:05 PM,8:35 PM,90,19.55,14.6,12.9,82.5,1023.3,-85,1023.3,14.5,11.7,8.46,-63,100.6,0,0,0.08,14.6,1.7,1.232,
Z1-3,September 8,250,7:05 PM,8:50 PM,105,19.58,14.5,12.9,84.2,1023.2,-85,1023.2,14.4,11.8,8.56,-66,100.6,0,0,0.08,14.4,1.6,1.232,
Z1-3,September 8,250,7:05 PM,9:05 PM,120,19.63,14.7,12.5,77.9,1023.5,-86,1023.5,14.3,10.8,7.99,-66,100.6,0,0,0.08,14.6,2.1,1.232,
Z2-1,September 8,250,7:05 PM,7:15 PM,10,,17.7,14.3,69.9,1013.6,-4,1013.6,16.9,12.1,8.79,148,98.5,1,1.3,0.09,17.6,3.4,1.207,
Z2-1,September 8,250,7:05 PM,7:30 PM,25,,16.6,13.9,74.6,1014.7,-13,1014.7,16,12.1,8.74,97,99,2,1.5,0.1,16.5,2.7,1.213,
Z2-1,September 8,250,7:05 PM,7:45 PM,40,,15.9,13.2,75,1014.9,-15,1014.8,15.3,11.4,8.38,66,99.3,2,1.5,0.11,15.8,2.6,1.217,
Z2-1,September 8,250,7:05 PM,8:00 PM,55,,16.5,14.4,79.6,1014.7,-13,1014.7,16.3,13,9.3,98,99,1,1.3,0.09,16.5,2.1,1.213,
Z2-1,September 8,250,7:05 PM,8:15 PM,70,,16.9,15.3,85,1015.2,-18,1015.2,16.9,14.4,10.2,113,98.9,2,1.4,0.07,16.9,1.6,1.211,
Z2-1,September 8,250,7:05 PM,8:30 PM,85,,17.1,15.1,81.1,1015.3,-18,1015.3,17,13.8,9.85,116,98.8,2,1.7,0.08,17.1,2,1.211,
Z2-1,September 8,250,7:05 PM,8:45 PM,100,,16.9,14.2,74.5,1015.5,-19,1015.5,16.4,12.4,8.93,102,99,0,0,0.07,16.9,2.7,1.213,
Z2-1,September 8,250,7:05 PM,9:00 PM,115,,15.2,13,78,1015.5,-19,1015.5,14.9,11.4,8.38,37,99.6,0,0,0.08,15.2,2.2,1.22,
Z2-1,September 8,250,7:05 PM,9:15 PM,130,,15.4,13,77.3,1015.7,-22,1015.7,15,11.4,8.38,41,99.6,0,0,0.08,15.3,2.4,1.22,
Z2-2,September 8,250,7:05 PM,7:10 PM,5,,17.6,13.8,66.9,1014.3,-10,1014.3,16.6,11.3,8.34,133,98.7,1,1.3,0.1,17.5,3.8,1.209,
Z2-2,September 8,250,7:05 PM,7:25 PM,20,,16.9,13.9,72.6,1014.3,-10,1014.3,16.3,12,8.71,113,98.9,2,1.6,0.1,16.9,3,1.211,
Z2-2,September 8,250,7:05 PM,7:40 PM,35,,16.8,13.8,71.9,1014.9,-15,1014.9,16.2,11.7,8.55,102,99,2,1.4,0.1,16.8,3,1.213,
Z2-2,September 8,250,7:05 PM,7:55 PM,50,,15.8,13.4,77,1014.7,-13,1014.7,15.5,11.8,8.61,69,99.3,2,1.3,0.1,15.8,2.4,1.216,
Z2-2,September 8,250,7:05 PM,8:10 PM,65,,15.8,13.4,77.1,1014.9,-15,1014.9,15.5,11.8,8.62,67,99.3,2,1.4,0.1,15.8,2.4,1.217,
Z2-2,September 8,250,7:05 PM,8:25 PM,80,,15.8,13.4,77.5,1015.1,-17,1015.1,15.4,11.8,8.63,62,99.4,2,1.6,0.11,15.7,2.4,1.217,
Z2-2,September 8,250,7:05 PM,8:40 PM,95,,17.8,14.6,71.8,1014.2,-8,1014.2,17.1,12.6,9.08,145,98.6,1,1.1,0.09,17.7,3.1,1.207,
Z2-2,September 8,250,7:05 PM,8:55 PM,110,,15.4,12.8,73.9,1015.2,-17,1015.2,14.9,10.8,8.05,47,99.5,2,1.7,0.12,15.4,2.6,1.219,
Z2-2,September 8,250,7:05 PM,9:10 PM,125,,,,,,,,,,,,,,,,,,,
Z2-3,September 8,250,7:05 PM,7:05 PM,0,,19.1,14.8,63.5,1014.4,-10,1014.4,18.1,12,8.71,188,98.2,2,1.3,0.1,19,4.3,1.202,
Z2-3,September 8,250,7:05 PM,7:20 PM,15,,16.9,13.7,70.4,1014.7,-14,1014.7,16.2,11.5,8.44,107,98.9,1,1.1,0.1,16.9,3.2,1.212,
Z2-3,September 8,250,7:05 PM,7:35 PM,30,,16.7,13.8,73.4,1015.2,-17,1015.2,16.1,11.9,8.66,95,99,2,1.4,0.1,16.6,2.9,1.213,
Z2-3,September 8,250,7:05 PM,7:50 PM,45,,16.1,13.6,76.5,1015,-16,1015,15.7,12,8.72,78,99.2,3,2.5,0.12,16.1,2.5,1.215,
Z2-3,September 8,250,7:05 PM,8:05 PM,60,,16,13.4,75.6,1015.1,-17,1015.1,15.6,11.7,8.54,71,99.3,1,1.3,0.1,16,2.6,1.216,
Z2-3,September 8,250,7:05 PM,8:20 PM,75,,16,13.6,77.9,1015.5,-21,1015.5,15.6,12.1,8.79,67,99.3,1,1.3,0.1,15.9,2.4,1.217,
Z2-3,September 8,250,7:05 PM,8:35 PM,90,,17.8,15,75.4,1015.8,-22,1015.2,17.3,13.3,9.52,131,98.7,1,0,0.08,17.7,2.7,1.209,
Z2-3,September 8,250,7:05 PM,8:50 PM,105,,15.7,13.5,78.5,1015.6,-21,1015.6,15.4,12,8.69,55,99.4,2,1.5,0.1,15.7,2.2,1.218,
Z2-3,September 8,250,7:05 PM,9:05 PM,120,,15.5,13.6,81.3,1015.4,-19,1015.4,15.4,12.3,8.92,53,99.4,2,1.6,0.1,15.5,1.9,1.218,
Z3-1,September 8,250,7:05 PM,7:15 PM,10,,,,,,,,,,,,,,,,,,,
Z3-1,September 8,250,7:05 PM,7:30 PM,25,,,,,,,,,,,,,,,,,,,
Z3-1,September 8,250,7:05 PM,7:45 PM,40,18.33,15.7,13.8,81.2,1019.3,-51,1019.3,15.6,12.5,8.98,21,99.7,0,0,0.07,15.7,1.9,1.222,
Z3-1,September 8,250,7:05 PM,8:00 PM,55,19.42,15.5,13.7,82.4,1019.5,-53,1019.5,15.3,12.5,8.97,9,99.9,0,0,0.07,15.4,1.8,1.223,
Z3-1,September 8,250,7:05 PM,8:15 PM,70,19.54,14.8,13.2,84.5,1019.7,-55,1019.7,14.7,12.2,8.76,-19,100.1,0,0,0.07,14.7,1.6,1.227,
Z3-1,September 8,250,7:05 PM,8:30 PM,85,19.65,15,13.5,84.9,1019.8,-55,1019.8,15,12.5,8.96,-10,100.1,0,0,0.07,15,1.5,1.226,
Z3-1,September 8,250,7:05 PM,8:45 PM,100,19.74,14.8,13.2,84.7,1019.8,-55,1019.8,14.7,12.2,8.79,-20,100.2,0,0,0.07,14.7,1.6,1.227,
Z3-1,September 8,250,7:05 PM,9:00 PM,115,19.7,14.7,13.4,87.4,1019.9,-57,1019.9,14.7,12.6,9.03,-23,100.2,0,0,0.07,14.6,1.3,1.227,
Z3-1,September 8,250,7:05 PM,9:15 PM,130,19.69,15.1,13.2,81.4,1020.1,-59,1020.1,14.9,11.9,8.63,-12,100.1,0,0,0.07,15,1.9,1.226,
Z3-2,September 8,250,7:05 PM,7:10 PM,5,,,,,,,,,,,,,,,,,,,
Z3-2,September 8,250,7:05 PM,7:25 PM,20,,,,,,,,,,,,,,,,,,,
Z3-2,September 8,250,7:05 PM,7:40 PM,35,16.63,16.2,13.9,78.4,1019.5,-53,1019.5,15.8,12.4,8.91,33,99.6,3,2.1,0.11,16.1,2.3,1.221,
Z3-2,September 8,250,7:05 PM,7:55 PM,50,19.32,15.6,13.5,80.1,1019.6,-54,1019.6,15.3,12.1,8.75,9,99.9,0,0,0.07,15.5,2,1.223,
Z3-2,September 8,250,7:05 PM,8:10 PM,65,20.18,15.2,13.3,81.3,1019.8,-55,1019.8,15.1,12,8.69,-4,100,0,0,0.07,15.2,1.9,1.225,
Z3-2,September 8,250,7:05 PM,8:25 PM,80,20.21,14.9,13.1,83,1020,-57,1020,14.8,12,8.68,-18,100.1,0,0,0.07,14.8,1.8,1.227,
Z3-2,September 8,250,7:05 PM,8:40 PM,95,20.25,15.4,13.6,82.3,1019.9,-57,1019.9,15.2,12.4,8.89,1,99.9,0,0,0.07,15.3,1.8,1.224,
Z3-2,September 8,250,7:05 PM,8:55 PM,110,20.14,15,13.3,83.1,1020.1,-58,1020.1,14.9,12.1,8.76,-15,100.1,0,0,0.07,14.9,1.7,1.226,
Z3-2,September 8,250,7:05 PM,9:10 PM,125,20.1,14.8,13.1,83.3,1020.2,-59,1020.2,14.8,12,8.67,-23,100.2,0,0,0.07,14.8,1.7,1.227,
Z3-3,September 8,250,7:05 PM,7:05 PM,0,,,,,,,,,,,,,,,,,,,
Z3-3,September 8,250,7:05 PM,7:20 PM,15,,,,,,,,,,,,,,,,,,,
Z3-3,September 8,250,7:05 PM,7:35 PM,30,15.96,16.1,13.5,75,1018.9,-48,1018.9,15.7,11.7,8.52,37,99.6,0,0,0.07,16.1,2.6,1.22,
Z3-3,September 8,250,7:05 PM,7:50 PM,45,18.37,15.9,14.1,82.1,1018.9,-49,1018.9,15.8,12.9,9.21,33,99.6,0,0,0.07,15.9,1.8,1.221,
Z3-3,September 8,250,7:05 PM,8:05 PM,60,18.97,15.6,13.7,81.5,1019.2,-51,1019.2,15.5,12.5,8.96,19,99.8,0,0,0.07,15.6,1.9,1.222,
Z3-3,September 8,250,7:05 PM,8:20 PM,75,19.24,14.9,13.2,83.3,1019.4,-52,1019.4,14.8,12.1,8.72,-12,100.1,0,0,0.07,14.8,1.7,1.226,
Z3-3,September 8,250,7:05 PM,8:35 PM,90,19.1,14.8,13.2,84.8,1019.4,-52,1019.4,14.7,12.2,8.81,-16,100.1,0,0,0.07,14.7,1.6,1.226,
